X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
-73.9607701370,40.7955418991,36A-PM-1013-07,36A,PM,2018-10-13,7,,Gray,,Gray+,,Ground Plane,FALSE,"""FIELD""",True,True,True,True,True,chasing #8,True,True,True,True,True,True,True,True,,POINT (-73.9607701370443 40.7955418990855),,19,4,19,13
-73.9764036523,40.7705846185,5C-AM-1006-05,05C,AM,2018-10-06,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9764036522984 40.7705846185121),,19,4,19,13
-73.9589249555,40.7908193285,32E-PM-1017-03,32E,PM,2018-10-17,3,Adult,Gray,,Gray+,,Above Ground,2,bottom of tree,True,True,True,True,True,still,True,True,True,True,True,True,True,True,,POINT (-73.9589249555235 40.7908193284981),,19,4,19,13
-73.9634623419,40.7917685404,31A-PM-1017-04,31A,PM,2018-10-17,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9634623418761 40.7917685404482),,19,4,19,13
-73.9521110155,40.7978449143,42G-AM-1018-03,42G,AM,2018-10-18,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,stop to look at me—then ran,True,True,True,True,True,True,True,True,,POINT (-73.9521110154872 40.7978449143313),,19,4,19,13
-73.9574809028,40.7950013620,37D-PM-1014-04,37D,PM,2018-10-14,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,chasing (a chipmunk),True,True,True,True,True,True,True,True,,POINT (-73.9574809028248 40.7950013620207),,19,4,19,13
-73.9670975927,40.7854119343,24B-AM-1013-01,24B,AM,2018-10-13,1,,Gray,,Gray+,,Above Ground,50,,True,True,True,True,True,took nut to bury,True,True,True,True,True,True,True,True,,POINT (-73.967097592707 40.7854119342538),,19,4,19,13
-73.9711318790,40.7701941550,7G-AM-1010-02,07G,AM,2018-10-10,2,Adult,Gray,,Gray+,,Above Ground,3,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9711318790279 40.7701941550273),,19,4,19,13
-73.9763243384,40.7705409316,5C-PM-1010-13,05C,PM,2018-10-10,13,Adult,Gray,White,Gray+White,,Above Ground,20,way up a tree!,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9763243383771 40.7705409315703),,19,4,19,13
-73.9651754464,40.7755181942,15I-AM-1008-01,15I,AM,2018-10-08,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,7,tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9651754464439 40.7755181941559),,19,4,19,13
-73.9700100618,40.7815739959,19B-PM-1018-01,19B,PM,2018-10-18,1,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Above Ground,20,,True,True,True,True,True,flying,True,True,True,True,True,True,True,True,,POINT (-73.9700100617602 40.7815739959357),,19,4,19,13
-73.9719056182,40.7762385471,13D-PM-1018-10,13D,PM,2018-10-18,10,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.971905618214 40.776238547063),,19,4,19,13
-73.9530040924,40.7922896177,36I-PM-1007-10,36I,PM,2018-10-07,10,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,stole (found?) an entire sandwich,True,True,True,True,True,True,True,True,,POINT (-73.9530040923555 40.7922896176936),,19,4,19,13
-73.9572093761,40.7988487300,41B-AM-1010-06,41B,AM,2018-10-10,6,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,6,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9572093760529 40.7988487300216),,19,4,19,13
-73.9607746338,40.7939581069,35B-AM-1010-01,35B,AM,2018-10-10,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,lawn,True,True,True,True,True,walking w/ something in mouth,True,True,True,True,True,True,True,True,,POINT (-73.9607746337979 40.793958106938206),,19,4,19,13
-73.9566346046,40.7973923397,40D-PM-1013-01,40D,PM,2018-10-13,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9566346046453 40.7973923396512),,19,4,19,13
-73.9592038888,40.7963826754,38B-PM-1018-02,38B,PM,2018-10-18,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,burying nut,True,True,True,True,True,True,True,True,,POINT (-73.9592038887673 40.796382675378),,19,4,19,13
-73.9511118711,40.7950813346,40I-AM-1018-01,40I,AM,2018-10-18,1,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,True,True,True,begging,True,True,True,True,True,True,True,True,,POINT (-73.9511118711108 40.7950813345902),,19,4,19,13
-73.9769939796,40.7729537573,7B-AM-1008-10,07B,AM,2018-10-08,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9769939796382 40.7729537573035),,19,4,19,13
-73.9712527810,40.7763310393,13D-AM-1014-08,13D,AM,2018-10-14,8,Adult,Gray,Cinnamon,Gray+Cinnamon,Gray & Cinnamon selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9712527809516 40.7763310392591),,19,4,19,13
-73.9671147090,40.7772624641,16G-AM-1010-03,16G,AM,2018-10-10,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,was hanging out w/ #2 until i showed up,True,True,True,True,True,True,True,True,,POINT (-73.9671147090087 40.7772624641112),,19,4,19,13
-73.9588660250,40.7982597948,40A-AM-1010-03,40A,AM,2018-10-10,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,bottom of great hill,True,True,True,True,True,,True,True,True,True,True,True,True,True,dog chased,POINT (-73.9588660250232 40.7982597947515),,19,4,19,13
-73.9651601542,40.7761841788,15I-PM-1012-07,15I,PM,2018-10-12,7,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9651601541795 40.7761841788025),,19,4,19,13
-73.9792155474,40.7693711800,3B-PM-1007-11,03B,PM,2018-10-07,11,Adult,Gray,,Gray+,,Above Ground,5,in tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9792155473689 40.7693711799946),,19,4,19,13
-73.9664100504,40.7828778892,21D-AM-1008-02,21D,AM,2018-10-08,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9664100504436 40.7828778892276),,19,4,19,13
-73.9746229095,40.7748467062,10B-PM-1014-05,10B,PM,2018-10-14,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,avoided people,POINT (-73.9746229094643 40.7748467061969),,19,4,19,13
-73.9705092959,40.7761092973,13E-PM-1008-07,13E,PM,2018-10-08,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9705092958892 40.7761092972965),,19,4,19,13
-73.9581655949,40.7997708190,41A-PM-1007-06,41A,PM,2018-10-07,6,Adult,Black,,Black+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9581655949437 40.7997708190022),,19,4,19,13
-73.9755560786,40.7662992318,2F-AM-1006-05,02F,AM,2018-10-06,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,curious but shy,POINT (-73.9755560786227 40.7662992317575),,19,4,19,13
-73.9696433534,40.7828208084,20B-AM-1007-01,20B,AM,2018-10-07,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,quietly,True,True,True,True,True,True,True,True,,POINT (-73.9696433533986 40.7828208083804),,19,4,19,13
-73.9664711607,40.7878964288,26A-PM-1006-06,26A,PM,2018-10-06,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Tree 90th left 90th & 89,True,True,True,True,True,,True,True,True,True,True,True,True,True,studying us looking for food,POINT (-73.9664711607022 40.787896428768),,19,4,19,13
-73.9575943816,40.7933755267,35E-PM-1006-07,35E,PM,2018-10-06,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9575943815564 40.7933755266787),,19,4,19,13
-73.9694168119,40.7728877378,11G-PM-1013-01,11G,PM,2018-10-13,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,In the Woods/Brush,True,True,True,True,True,,True,True,True,True,True,True,True,True,watching me,POINT (-73.9694168118643 40.7728877377977),,19,4,19,13
-73.9528682508,40.7925807808,36I-PM-1007-13,36I,PM,2018-10-07,13,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9528682507794 40.7925807808307),,19,4,19,13
-73.9782417115,40.7724665036,7A-AM-1006-01,07A,AM,2018-10-06,1,Adult,Gray,White,Gray+White,,Above Ground,10,in tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,looked at us,POINT (-73.9782417115139 40.7724665036447),,19,4,19,13
-73.9721442940,40.7700750802,7G-PM-1018-03,07G,PM,2018-10-18,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9721442939797 40.7700750802317),,19,4,19,13
-73.9698473809,40.7769884612,14E-AM-1008-05,14E,AM,2018-10-08,5,Adult,Gray,,Gray+,,Above Ground,25,,True,True,True,True,True,nest building,True,True,True,True,True,True,True,True,,POINT (-73.969847380865 40.7769884612305),,19,4,19,13
-73.9768652786,40.7684838168,3D-PM-1010-03,03D,PM,2018-10-10,3,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.97686527856641 40.7684838168207),,19,4,19,13
-73.9590992841,40.7937580986,35D-PM-1013-09,35D,PM,2018-10-13,9,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9590992841423 40.793758098573),,19,4,19,13
-73.9724063987,40.7705711898,7F-PM-1012-01,07F,PM,2018-10-12,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9724063986771 40.7705711897977),,19,4,19,13
-73.9661361311,40.7787872561,18G-PM-1013-01,18G,PM,2018-10-13,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,burying,True,True,True,True,True,True,True,True,,POINT (-73.9661361310677 40.7787872561177),,19,4,19,13
-73.9730750601,40.7701304212,6F-PM-1008-01,06F,PM,2018-10-08,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9730750601212 40.7701304211944),,19,4,19,13
-73.9719706706,40.7720868125,9F-AM-1013-04,09F,AM,2018-10-13,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.971970670614 40.7720868124544),,19,4,19,13
-73.9562117455,40.7951044378,38E-AM-1010-09,38E,AM,2018-10-10,9,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.95621174551 40.7951044378207),,19,4,19,13
-73.9564023627,40.7905423546,33G-AM-1013-02,33G,AM,2018-10-13,2,Adult,Gray,,Gray+,,Above Ground,13,shelter in hole in tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9564023626619 40.7905423546155),,19,4,19,13
-73.9532620128,40.7952475548,39G-AM-1018-01,39G,AM,2018-10-18,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,dead (something ran over it),True,True,True,True,True,True,True,True,,POINT (-73.9532620128307 40.7952475548048),,19,4,19,13
-73.9576349321,40.7904409912,32G-PM-1013-03,32G,PM,2018-10-13,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,Cinnamon belly,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9576349321357 40.7904409912437),,19,4,19,13
-73.9763430829,40.7686351097,4D-PM-1008-11,04D,PM,2018-10-08,11,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,3,on tree facing downward,True,True,True,True,True,chased #12,True,True,True,True,True,True,True,True,,POINT (-73.9763430829342 40.7686351097159),,19,4,19,13
-73.9714789137,40.7694886645,6H-AM-1008-01,06H,AM,2018-10-08,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9714789136757 40.7694886645194),,19,4,19,13
-73.9755133711,40.7697883436,5E-AM-1008-08,05E,AM,2018-10-08,8,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9755133710665 40.7697883435981),,19,4,19,13
-73.9702348983,40.7773295419,15D-PM-1017-01,15D,PM,2018-10-17,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9702348982803 40.7773295419104),,19,4,19,13
-73.9686056085,40.7781658425,16E-AM-1014-03,16E,AM,2018-10-14,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9686056085297 40.7781658424866),,19,4,19,13
-73.9522142360,40.7949598487,39H-PM-1013-02,39H,PM,2018-10-13,2,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9522142360388 40.7949598486683),,19,4,19,13
-73.9576589997,40.7972751877,39C-PM-1006-02,39C,PM,2018-10-06,2,Adult,Gray,,Gray+,,Above Ground,50,,True,True,True,True,True,,True,True,True,True,True,True,True,True,unaware of,POINT (-73.95765899974931 40.7972751877447),,19,4,19,13
-73.9637946879,40.7915700447,31A-AM-1010-04,31A,AM,2018-10-10,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9637946878735 40.7915700446878),,19,4,19,13
-73.9710991124,40.7723889727,9F-PM-1014-02,09F,PM,2018-10-14,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9710991123992 40.7723889726647),,19,4,19,13
-73.9638270331,40.7810450065,21G-PM-1007-02,21G,PM,2018-10-07,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9638270331336 40.7810450065235),,19,4,19,13
-73.9756015006,40.7670090328,2F-AM-1006-01,02F,AM,2018-10-06,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,walking along path,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.97560150058212 40.7670090327736),,19,4,19,13
-73.9649632551,40.7809187762,20F-PM-1007-01,20F,PM,2018-10-07,1,Adult,Gray,Cinnamon,Gray+Cinnamon,cinnamon tail,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9649632550828 40.7809187761995),,19,4,19,13
-73.9572192043,40.7931529060,35E-PM-1006-01,35E,PM,2018-10-06,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,looking/begging for food,POINT (-73.957219204335 40.7931529059779),,19,4,19,13
-73.9712308864,40.7714534847,9G-AM-1007-04,09G,AM,2018-10-07,4,Adult,Gray,White,Gray+White,,Above Ground,15,,True,True,True,True,True,grooming,True,True,True,True,True,True,True,True,,POINT (-73.9712308864394 40.7714534847379),,19,4,19,13
-73.9758676144,40.7701671582,5D-PM-1018-03,05D,PM,2018-10-18,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9758676144255 40.7701671581939),,19,4,19,13
-73.9690588565,40.7766356227,14F-PM-1012-06,14F,PM,2018-10-12,6,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.969058856545 40.7766356226979),,19,4,19,13
-73.9638463398,40.7834051716,23F-AM-1018-01,23F,AM,2018-10-18,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,30,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.963846339804 40.7834051716226),,19,4,19,13
-73.9597642778,40.7976368004,39A-PM-1014-02,39A,PM,2018-10-14,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9597642778427 40.7976368003915),,19,4,19,13
-73.9745691353,40.7771035589,13A-PM-1014-03,13A,PM,2018-10-14,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,6,,True,True,True,True,True,,True,True,True,True,True,True,True,True,child chasing,POINT (-73.9745691353018 40.7771035589298),,19,4,19,13
-73.9748706416,40.7744174965,10B-AM-1006-02,10B,AM,2018-10-06,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,High in a tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9748706415584 40.7744174965072),,19,4,19,13
-73.9597205966,40.7969409510,38B-AM-1019-01,38B,AM,2018-10-19,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9597205966324 40.7969409510133),,19,4,19,13
-73.9710865881,40.7719703235,9G-PM-1007-06,09G,PM,2018-10-07,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.971086588091 40.7719703235178),,19,4,19,13
-73.9585356408,40.7982737897,40B-AM-1019-02,40B,AM,2018-10-19,2,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.958535640774 40.7982737896998),,19,4,19,13
-73.9587701802,40.7934123942,35D-PM-1013-04,35D,PM,2018-10-13,4,Juvenile,Gray,White,Gray+White,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.958770180151 40.7934123941528),,19,4,19,13
-73.9707274056,40.7723889080,10G-PM-1017-10,10G,PM,2018-10-17,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,playing (with #9),True,True,True,True,True,True,True,True,,POINT (-73.9707274055755 40.7723889080377),,19,4,19,13
-73.9720065067,40.7764043783,13C-AM-1010-04,13C,AM,2018-10-10,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9720065066618 40.7764043782924),,19,4,19,13
-73.9618064639,40.7921584400,32C-PM-1013-12,32C,PM,2018-10-13,12,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9618064639153 40.792158440043),,19,4,19,13
-73.9554432393,40.7945669054,37F-PM-1014-01,37F,PM,2018-10-14,1,,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9554432393295 40.7945669054449),,19,4,19,13
-73.9613780523,40.7907861971,31D-PM-1006-04,31D,PM,2018-10-06,4,Adult,Gray,,Gray+,,Above Ground,30,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9613780522542 40.790786197111),,19,4,19,13
-73.9646901432,40.7759958697,15I-PM-1012-03,15I,PM,2018-10-12,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9646901432328 40.775995869679),,19,4,19,13
-73.9690828325,40.7818038172,19C-PM-1018-04,19C,PM,2018-10-18,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9690828325179 40.7818038172275),,19,4,19,13
-73.9708775864,40.7724736335,10F-PM-1019-12,10F,PM,2018-10-19,12,Adult,Black,White,Black+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9708775864433 40.772473633538),,19,4,19,13
-73.9691050656,40.7808139538,18C-PM-1018-01,18C,PM,2018-10-18,1,,Black,,Black+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9691050656013 40.7808139538222),,19,4,19,13
-73.9768434635,40.7728494039,7B-AM-1008-11,07B,AM,2018-10-08,11,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9768434635084 40.7728494038744),,19,4,19,13
